Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","622","Juice, fruit nes","2018","2018","1000 US$","2753","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","622","Juice, fruit nes","2018","2018","tonnes","12548","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","622","Juice, fruit nes","2018","2018","1000 US$","8220","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","562","Juice, grape","2018","2018","tonnes","2428","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","562","Juice, grape","2018","2018","1000 US$","3271","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","562","Juice, grape","2018","2018","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","562","Juice, grape","2018","2018","1000 US$","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","510","Juice, grapefruit, concentrated","2018","2018","tonnes","34","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","510","Juice, grapefruit, concentrated","2018","2018","1000 US$","23","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","510","Juice, grapefruit, concentrated","2018","2018","tonnes","108","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","510","Juice, grapefruit, concentrated","2018","2018","1000 US$","79","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","492","Juice, orange, concentrated","2018","2018","tonnes","1326","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","492","Juice, orange, concentrated","2018","2018","1000 US$","948","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","492","Juice, orange, concentrated","2018","2018","tonnes","10194","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","492","Juice, orange, concentrated","2018","2018","1000 US$","12556","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","576","Juice, pineapple","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","576","Juice, pineapple","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","580","Juice, pineapple, concentrated","2018","2018","tonnes","280","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","580","Juice, pineapple, concentrated","2018","2018","1000 US$","349","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","390","Juice, tomato","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","390","Juice, tomato","2018","2018","1000 US$","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","780","Jute","2018","2018","tonnes","90651","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","780","Jute","2018","2018","1000 US$","48414","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","173","Lactose","2018","2018","tonnes","6043","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","173","Lactose","2018","2018","1000 US$","13394","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","173","Lactose","2018","2018","tonnes","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","173","Lactose","2018","2018","1000 US$","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","407","Leeks, other alliaceous vegetables","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","2114","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","407","Leeks, other alliaceous vegetables","2018","2018","1000 US$","710","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","497","Lemons and limes","2018","2018","tonnes","241","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","497","Lemons and limes","2018","2018","1000 US$","167","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","201","Lentils","2018","2018","tonnes","83836","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","201","Lentils","2018","2018","1000 US$","50277","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","372","Lettuce and chicory","2018","2018","tonnes","28","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","372","Lettuce and chicory","2018","2018","1000 US$","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","372","Lettuce and chicory","2018","2018","tonnes","39","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","372","Lettuce and chicory","2018","2018","1000 US$","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","333","Linseed","2018","2018","tonnes","18","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","333","Linseed","2018","2018","1000 US$","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","18","Macaroni","2018","2018","tonnes","827","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","18","Macaroni","2018","2018","1000 US$","490","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","18","Macaroni","2018","2018","tonnes","7572","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","18","Macaroni","2018","2018","1000 US$","9534","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","56","Maize","2018","2018","tonnes","28201","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","56","Maize","2018","2018","1000 US$","81135","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","56","Maize","2018","2018","tonnes","6772","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","56","Maize","2018","2018","1000 US$","1020","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","49","Malt","2018","2018","tonnes","1860","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","49","Malt","2018","2018","1000 US$","851","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","571","Mangoes, mangosteens, guavas","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","571","Mangoes, mangosteens, guavas","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","571","Mangoes, mangosteens, guavas","2018","2018","tonnes","70781","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","571","Mangoes, mangosteens, guavas","2018","2018","1000 US$","73424","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","160","Maple sugar and syrups","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","160","Maple sugar and syrups","2018","2018","1000 US$","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1242","Margarine, short","2018","2018","tonnes","677","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1242","Margarine, short","2018","2018","1000 US$","990","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","671","Mat?","2018","2018","tonnes","25","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","671","Mat?","2018","2018","1000 US$","196","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1173","Meal, meat","2018","2018","tonnes","4735","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1173","Meal, meat","2018","2018","1000 US$","4752","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1166","Meat nes","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1166","Meat nes","2018","2018","1000 US$","7","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","875","Meat, beef, preparations","2018","2018","tonnes","38","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","875","Meat, beef, preparations","2018","2018","1000 US$","142","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","875","Meat, beef, preparations","2018","2018","tonnes","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","875","Meat, beef, preparations","2018","2018","1000 US$","13","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","867","Meat, cattle","2018","2018","tonnes","203","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","867","Meat, cattle","2018","2018","1000 US$","307","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","867","Meat, cattle","2018","2018","tonnes","43764","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","867","Meat, cattle","2018","2018","1000 US$","171736","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","870","Meat, cattle, boneless (beef & veal)","2018","2018","tonnes","571","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","870","Meat, cattle, boneless (beef & veal)","2018","2018","1000 US$","2788","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","870","Meat, cattle, boneless (beef & veal)","2018","2018","tonnes","2801","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","870","Meat, cattle, boneless (beef & veal)","2018","2018","1000 US$","10932","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1058","Meat, chicken","2018","2018","tonnes","319","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1058","Meat, chicken","2018","2018","1000 US$","797","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1058","Meat, chicken","2018","2018","tonnes","4500","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1058","Meat, chicken","2018","2018","1000 US$","4843","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1061","Meat, chicken, canned","2018","2018","tonnes","792","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1061","Meat, chicken, canned","2018","2018","1000 US$","3271","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1061","Meat, chicken, canned","2018","2018","tonnes","451","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1061","Meat, chicken, canned","2018","2018","1000 US$","2060","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1164","Meat, dried nes","2018","2018","tonnes","16","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1164","Meat, dried nes","2018","2018","1000 US$","42","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1069","Meat, duck","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1069","Meat, duck","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1069","Meat, duck","2018","2018","tonnes","351","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1069","Meat, duck","2018","2018","1000 US$","652","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1017","Meat, goat","2018","2018","tonnes","1349","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1017","Meat, goat","2018","2018","1000 US$","8379","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1041","Meat, pig sausages","2018","2018","tonnes","93","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1041","Meat, pig sausages","2018","2018","1000 US$","246","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","977","Meat, sheep","2018","2018","tonnes","19","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","977","Meat, sheep","2018","2018","1000 US$","86","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","977","Meat, sheep","2018","2018","tonnes","1978","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","977","Meat, sheep","2018","2018","1000 US$","12684","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1080","Meat, turkey","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1080","Meat, turkey","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1080","Meat, turkey","2018","2018","tonnes","44","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1080","Meat, turkey","2018","2018","1000 US$","58","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","2933","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","568","Melons, other (inc.cantaloupes)","2018","2018","1000 US$","409","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","747","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","568","Melons, other (inc.cantaloupes)","2018","2018","1000 US$","364","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","909","Milk, products of natural constituents nes","2018","2018","tonnes","1303","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","909","Milk, products of natural constituents nes","2018","2018","1000 US$","3532","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","909","Milk, products of natural constituents nes","2018","2018","tonnes","37","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","909","Milk, products of natural constituents nes","2018","2018","1000 US$","89","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","888","Milk, skimmed cow","2018","2018","tonnes","37","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","888","Milk, skimmed cow","2018","2018","1000 US$","113","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","888","Milk, skimmed cow","2018","2018","tonnes","249","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","888","Milk, skimmed cow","2018","2018","1000 US$","167","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","898","Milk, skimmed dried","2018","2018","tonnes","38391","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","898","Milk, skimmed dried","2018","2018","1000 US$","104926","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","898","Milk, skimmed dried","2018","2018","tonnes","241","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","898","Milk, skimmed dried","2018","2018","1000 US$","1273","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","889","Milk, whole condensed","2018","2018","tonnes","721","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","889","Milk, whole condensed","2018","2018","1000 US$","1855","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","889","Milk, whole condensed","2018","2018","tonnes","84","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","889","Milk, whole condensed","2018","2018","1000 US$","219","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","897","Milk, whole dried","2018","2018","tonnes","1807","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","897","Milk, whole dried","2018","2018","1000 US$","5525","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","897","Milk, whole dried","2018","2018","tonnes","480","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","897","Milk, whole dried","2018","2018","1000 US$","2475","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","894","Milk, whole evaporated","2018","2018","tonnes","167","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","894","Milk, whole evaporated","2018","2018","1000 US$","436","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","882","Milk, whole fresh cow","2018","2018","tonnes","299","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","882","Milk, whole fresh cow","2018","2018","1000 US$","939","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","882","Milk, whole fresh cow","2018","2018","tonnes","25153","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","882","Milk, whole fresh cow","2018","2018","1000 US$","20982","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","79","Millet","2018","2018","tonnes","17831","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","79","Millet","2018","2018","1000 US$","5356","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","79","Millet","2018","2018","tonnes","1351","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","79","Millet","2018","2018","1000 US$","353","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","114","Mixes and doughs","2018","2018","tonnes","415","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","114","Mixes and doughs","2018","2018","1000 US$","1327","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","114","Mixes and doughs","2018","2018","tonnes","38","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","114","Mixes and doughs","2018","2018","1000 US$","113","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","165","Molasses","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","165","Molasses","2018","2018","1000 US$","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","165","Molasses","2018","2018","tonnes","170268","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","165","Molasses","2018","2018","1000 US$","16595","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5608","Import Quantity","1110","Mules","2018","2018","Head","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1110","Mules","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1110","Mules","2018","2018","1000 US$","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5908","Export Quantity","1110","Mules","2018","2018","Head","70","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1110","Mules","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1110","Mules","2018","2018","1000 US$","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","449","Mushrooms and truffles","2018","2018","tonnes","7","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","449","Mushrooms and truffles","2018","2018","1000 US$","14","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","449","Mushrooms and truffles","2018","2018","tonnes","354","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","449","Mushrooms and truffles","2018","2018","1000 US$","4528","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","451","Mushrooms, canned","2018","2018","tonnes","832","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","451","Mushrooms, canned","2018","2018","1000 US$","1210","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","292","Mustard seed","2018","2018","tonnes","1160","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","292","Mustard seed","2018","2018","1000 US$","936","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","292","Mustard seed","2018","2018","tonnes","26","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","292","Mustard seed","2018","2018","1000 US$","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","702","Nutmeg, mace and cardamoms","2018","2018","tonnes","4464","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","702","Nutmeg, mace and cardamoms","2018","2018","1000 US$","18152","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","702","Nutmeg, mace and cardamoms","2018","2018","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","702","Nutmeg, mace and cardamoms","2018","2018","1000 US$","36","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","234","Nuts nes","2018","2018","tonnes","57","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","234","Nuts nes","2018","2018","1000 US$","92","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","234","Nuts nes","2018","2018","tonnes","38","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","234","Nuts nes","2018","2018","1000 US$","121","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","235","Nuts, prepared (exc. groundnuts)","2018","2018","tonnes","831","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","235","Nuts, prepared (exc. groundnuts)","2018","2018","1000 US$","1834","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","235","Nuts, prepared (exc. groundnuts)","2018","2018","tonnes","1728","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","235","Nuts, prepared (exc. groundnuts)","2018","2018","1000 US$","5391","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","75","Oats","2018","2018","tonnes","1462","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","75","Oats","2018","2018","1000 US$","385","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","76","Oats rolled","2018","2018","tonnes","665","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","76","Oats rolled","2018","2018","1000 US$","869","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","868","Offals, edible, cattle","2018","2018","tonnes","2862","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","868","Offals, edible, cattle","2018","2018","1000 US$","6717","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","868","Offals, edible, cattle","2018","2018","tonnes","6204","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","868","Offals, edible, cattle","2018","2018","1000 US$","13865","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1074","Offals, liver geese","2018","2018","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1074","Offals, liver geese","2018","2018","1000 US$","17","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","978","Offals, sheep,edible","2018","2018","tonnes","339","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","978","Offals, sheep,edible","2018","2018","1000 US$","194","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","978","Offals, sheep,edible","2018","2018","tonnes","610","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","978","Offals, sheep,edible","2018","2018","1000 US$","1936","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1274","Oil, boiled etc","2018","2018","tonnes","1458","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1274","Oil, boiled etc","2018","2018","1000 US$","1684","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1274","Oil, boiled etc","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1274","Oil, boiled etc","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","266","Oil, castor beans","2018","2018","tonnes","1171","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","266","Oil, castor beans","2018","2018","1000 US$","2243","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","266","Oil, castor beans","2018","2018","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","266","Oil, castor beans","2018","2018","1000 US$","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","252","Oil, coconut (copra)","2018","2018","tonnes","6754","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","252","Oil, coconut (copra)","2018","2018","1000 US$","8122","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","252","Oil, coconut (copra)","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","252","Oil, coconut (copra)","2018","2018","1000 US$","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","331","Oil, cottonseed","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","331","Oil, cottonseed","2018","2018","1000 US$","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","753","Oil, essential nes","2018","2018","tonnes","1897","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","753","Oil, essential nes","2018","2018","1000 US$","14821","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","753","Oil, essential nes","2018","2018","tonnes","227","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","753","Oil, essential nes","2018","2018","1000 US$","1883","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","244","Oil, groundnut","2018","2018","tonnes","7","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","244","Oil, groundnut","2018","2018","1000 US$","25","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","244","Oil, groundnut","2018","2018","tonnes","34","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","244","Oil, groundnut","2018","2018","1000 US$","57","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","334","Oil, linseed","2018","2018","tonnes","59","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","334","Oil, linseed","2018","2018","1000 US$","82","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","334","Oil, linseed","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","334","Oil, linseed","2018","2018","1000 US$","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","60","Oil, maize","2018","2018","tonnes","1896","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","60","Oil, maize","2018","2018","1000 US$","2517","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","274","Oil, olive residues","2018","2018","tonnes","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","274","Oil, olive residues","2018","2018","1000 US$","41","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","274","Oil, olive residues","2018","2018","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","274","Oil, olive residues","2018","2018","1000 US$","23","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","261","Oil, olive, virgin","2018","2018","tonnes","3615","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","261","Oil, olive, virgin","2018","2018","1000 US$","12175","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","261","Oil, olive, virgin","2018","2018","tonnes","5","","Official data"
